"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Carlos Beltran","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".256",".309",".420",".729",".310","","90","0.0","0.0","","0.0","0.0","0.0","","679.0","589"
"Kevin Pillar","Blue Jays","127","505","466","125","30","1","11","58","55","26","79","5","12","6","",".269",".311",".411",".723",".310","","90","1.0","7.9","","-5.0","10.0","2.2","","329.3","12434"
"Bradley Zimmer","Indians","129","516","456","110","23","3","15","61","59","46","156","6","23","10","",".242",".318",".400",".718",".310","","89","1.2","3.7","","-5.7","5.8","1.8","","195.4","16221"
"Adam Duvall","Reds","117","493","450","104","23","2","23","56","70","32","134","6","4","3","",".231",".289",".445",".734",".310","","87","0.2","2.9","","-8.0","-3.2","0.5","","176.6","10950"
"Alex Gordon","Royals","127","510","443","105","20","2","14","55","54","50","130","10","6","3","",".236",".326",".387",".712",".309","","89","0.5","7.6","","-6.1","1.5","1.3","","528.1","5209"
"Brandon Nimmo","Mets","74","311","269","64","13","1","6","33","28","36","77","3","3","2","",".240",".333",".370",".703",".309","","92","0.0","0.3","","-3.3","-4.5","0.2","","495.6","12927"
"Cody Asche","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".313",".404",".717",".308","","89","0.0","0.0","","0.0","0.0","0.0","","688.0","11997"
"Tyler O'Neill","Cardinals","5","20","18","4","1","0","1","2","3","2","6","0","0","0","",".235",".298",".425",".723",".308","","89","0.0","0.0","","-0.3","-0.2","0.0","","643.0","sa737633"
"Justin Williams","Rays","6","26","24","6","1","0","1","3","3","1","5","0","0","0","",".262",".306",".417",".723",".308","","92","0.0","0.0","","-0.2","-0.3","0.0","","702.3","sa737559"
"Guillermo Heredia","Mariners","54","204","181","48","9","0","3","22","20","16","32","3","3","2","",".263",".331",".373",".704",".308","","93","0.1","-0.4","","-1.5","-1.9","0.4","","680.4","18721"
"Drew Robinson","Rangers","44","174","152","35","7","1","5","20","19","19","51","1","4","2","",".229",".315",".394",".709",".308","","85","-0.1","-0.7","","-3.3","-2.3","0.0","","651.0","11761"
"Jarrod Dyson","Diamondbacks","45","179","160","43","7","2","2","19","17","14","27","3","11","4","",".266",".331",".376",".707",".308","","81","1.1","3.8","","-3.2","2.4","0.5","","396.4","4866"
"Teoscar Hernandez","Blue Jays","47","187","169","41","9","1","6","22","22","14","48","1","6","3","",".241",".304",".416",".719",".308","","89","-0.1","-0.6","","-2.7","-2.8","0.1","","366.8","13066"
"Mike Gerber","Tigers","30","118","107","27","5","1","3","13","13","8","30","1","2","1","",".252",".308",".409",".717",".307","","88","0.0","0.0","","-1.8","-1.5","0.1","","704.0","sa550125"
"Nick Franklin","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".311",".403",".714",".307","","84","0.0","0.0","","0.0","0.0","0.0","","999.0","10166"
"Jon Jay","Royals","114","469","419","113","22","3","4","49","39","33","88","9","5","3","",".271",".336",".367",".703",".307","","88","-0.1","-2.7","","-7.1","-3.9","0.5","","583.6","5227"
"Dalton Pompey","Blue Jays","8","33","29","7","1","0","1","4","3","3","7","0","1","1","",".253",".322",".383",".706",".307","","88","0.0","0.3","","-0.5","-0.1","0.1","","999.0","12797"
"Delino DeShields","Rangers","132","580","506","126","24","3","9","73","49","61","138","5","31","14","",".249",".332",".363",".695",".307","","85","3.6","0.2","","-7.4","2.4","1.5","","193.6","11379"
"Noel Cuevas","Rockies","3","13","12","3","1","0","0","1","1","1","3","0","0","0","",".273",".311",".408",".719",".307","","71","0.0","0.0","","-0.5","-0.2","0.0","","999.0","sa549566"
"Cameron Maybin","Marlins","80","346","304","76","15","2","6","38","29","34","69","2","16","7","",".250",".328",".372",".700",".307","","88","0.3","-0.6","","-4.9","-3.9","0.2","","337.6","5223"
"Manuel Margot","Padres","135","604","552","143","23","7","14","70","55","39","105","4","21","11","",".259",".311",".402",".713",".307","","90","0.0","4.7","","-7.8","7.0","1.9","","140.8","14712"
"Preston Tucker","Braves","39","160","145","34","6","1","6","17","19","13","38","1","1","1","",".237",".300",".417",".717",".306","","86","0.0","-1.3","","-2.9","-3.7","-0.1","","639.8","13633"
"Rusney Castillo","Red Sox","3","13","12","3","1","0","0","1","2","1","2","0","0","0","",".269",".308",".405",".713",".306","","85","0.0","0.0","","-0.3","-0.4","0.0","","646.8","17016"
"Yadir Drake","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".261",".313",".399",".712",".306","","87","0.0","0.0","","0.0","0.0","0.0","","999.0","sa869674"
"Cesar Puello","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".316",".390",".706",".306","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","7216"
"Enrique Hernandez","Dodgers","70","283","250","58","13","1","9","32","32","28","66","1","3","2","",".233",".311",".400",".711",".306","","89","0.3","0.7","","-3.7","-0.5","0.5","","540.5","10472"
"Kelly Johnson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".307",".407",".714",".306","","86","0.0","0.0","","0.0","0.0","0.0","","999.0","2234"
"Stefen Romero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".254",".301",".417",".718",".306","","86","0.0","0.0","","0.0","0.0","0.0","","999.0","11746"
"Scott Van Slyke","Marlins","46","182","160","37","9","0","5","19","20","17","49","3","3","1","",".233",".315",".391",".706",".305","","87","-0.3","0.4","","-3.2","-2.8","0.0","","678.2","4365"
"Michael Taylor","Nationals","115","458","414","101","19","2","16","50","55","35","140","2","17","8","",".244",".304",".414",".718",".305","","84","0.4","4.3","","-9.2","5.3","1.1","","224.8","11489"
"Brian Goodwin","Nationals","39","168","151","37","8","0","5","20","17","14","43","1","3","2","",".246",".312",".396",".708",".305","","84","-0.2","-1.4","","-3.8","-2.6","-0.1","","594.3","12858"
"Randy Arozarena","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".308",".398",".706",".304","","86","0.0","0.0","","0.0","0.0","0.0","","999.0","sa914549"
"Jeremy Barfield","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".300",".408",".708",".304","","84","0.0","0.0","","0.0","0.0","0.0","","999.0","sa327073"
"Jim Adduci","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".313",".391",".705",".304","","86","0.0","0.0","","0.0","0.0","0.0","","999.0","6448"
"Carlos Gomez","Rays","96","400","358","84","18","1","13","44","44","29","118","8","11","5","",".235",".305",".399",".704",".304","","90","0.6","4.8","","-4.4","0.2","1.0","","322.6","4881"
"Efren Navarro","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".261",".330",".367",".696",".304","","83","0.0","0.0","","0.0","0.0","0.0","","999.0","9854"
"Shawn O'Malley","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".261",".327",".366",".692",".304","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","9629"
"Dwight Smith","Blue Jays","2","6","6","1","0","0","0","1","1","1","1","0","0","0","",".252",".314",".386",".701",".303","","86","0.0","0.0","","-0.1","-0.1","0.0","","999.0","13473"
"Jesus Valdez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".259",".303",".407",".711",".303","","85","0.0","0.0","","0.0","0.0","0.0","","999.0","sa244229"
"Marlon Byrd","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".295",".418",".713",".303","","85","0.0","0.0","","0.0","0.0","0.0","","999.0","950"
"Ezequiel Carrera","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".253",".322",".370",".692",".303","","84","0.0","0.0","","0.0","0.0","0.0","","663.0","9048"
"Jake Smolinski","Athletics","24","98","88","22","4","0","2","11","10","7","18","1","1","1","",".248",".309",".391",".700",".303","","88","-0.1","-0.2","","-1.5","-0.9","0.1","","678.9","5408"
"Scott Heineman","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".316",".380",".696",".303","","82","0.0","0.0","","0.0","0.0","0.0","","999.0","sa827137"
"Billy McKinney","Yankees","3","13","12","3","1","0","0","1","1","1","3","0","0","0","",".244",".306",".397",".703",".303","","86","0.0","0.0","","-0.2","-0.2","0.0","","666.3","sa737528"
"Tony Kemp","Astros","3","13","12","3","0","0","0","1","1","1","2","0","0","0","",".269",".323",".372",".695",".303","","90","0.0","-0.1","","-0.2","-0.2","0.0","","692.5","14894"
"Bijan Rademacher","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".322",".372",".694",".303","","82","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658233"
"Jaycob Brugman","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".255",".319",".378",".697",".303","","85","0.0","0.0","","0.0","0.0","0.0","","677.5","14936"
"Jabari Blash","Angels","3","13","11","2","0","0","0","1","1","2","4","0","0","0","",".205",".308",".384",".692",".302","","89","0.0","-0.1","","-0.2","-0.2","0.0","","692.6","11247"
"Angel Pagan","","30","127","116","30","6","1","3","14","12","9","21","1","2","1","",".259",".314",".384",".697",".302","","84","-0.1","-0.9","","-2.6","-2.4","-0.1","","999.0","2918"
"Rainel Rosario","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".307",".391",".698",".301","","84","0.0","0.0","","0.0","0.0","0.0","","999.0","sa396238"
"Ben Gamel","Mariners","96","377","342","88","17","3","7","40","39","28","84","2","5","3","",".257",".313",".385",".699",".301","","89","0.6","-0.9","","-4.5","-5.7","0.3","","443.5","12160"
"Justin Greene","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".257",".317",".377",".693",".301","","84","0.0","0.0","","0.0","0.0","0.0","","999.0","sa455434"
"Kelly Dugan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".304",".396",".699",".301","","84","0.0","0.0","","0.0","0.0","0.0","","999.0","sa500838"
"Daniel Robertson","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".266",".323",".369",".693",".301","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","6266"
"Omar Carrizales","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".263",".315",".379",".694",".301","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","sa736953"
"Anthony Garcia","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".307",".389",".697",".301","","87","0.0","0.0","","0.0","0.0","0.0","","999.0","sa502038"
"Ryan Kalish","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".313",".377",".690",".301","","83","0.0","0.0","","0.0","0.0","0.0","","999.0","6962"
"Alex Verdugo","Dodgers","36","148","134","35","7","0","3","15","15","10","21","1","2","1","",".260",".315",".378",".693",".300","","86","-0.1","0.4","","-2.8","-0.8","0.1","","541.7","17027"
"Brock Holt","Red Sox","19","72","63","16","4","0","1","8","7","7","14","1","1","1","",".254",".327",".355",".682",".300","","81","0.2","-0.6","","-1.5","-0.1","0.1","","685.5","9345"
"Bryce Brentz","Pirates","27","106","97","23","5","0","4","11","12","7","28","1","1","0","",".240",".295",".405",".700",".300","","83","0.0","-0.3","","-2.4","-2.5","-0.1","","697.5","10607"
"Austin Meadows","Pirates","11","46","42","11","2","0","1","5","5","3","9","0","1","1","",".254",".307",".391",".698",".300","","83","0.0","0.0","","-1.0","-0.2","0.0","","497.6","sa737440"
"Drew Weeks","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".253",".304",".394",".698",".300","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa602429"
"Gregor Blanco","Giants","28","115","100","25","5","1","1","12","10","12","24","1","4","2","",".248",".329",".354",".684",".300","","85","0.1","-0.3","","-2.1","-2.1","0.0","","701.8","3123"
"Max White","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".312",".379",".691",".300","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657952"
"Harrison Bader","Cardinals","26","101","92","23","4","0","3","10","12","6","27","1","2","2","",".247",".299",".399",".698",".300","","83","0.0","0.2","","-2.1","-0.2","0.1","","565.9","18030"
"Alexei Bell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".303",".393",".696",".300","","83","0.0","0.0","","0.0","0.0","0.0","","999.0","sa863591"
"Desmond Jennings","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".305",".391",".696",".300","","82","0.0","0.0","","0.0","0.0","0.0","","999.0","1965"
"Nolan Reimold","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".311",".377",".687",".300","","82","0.0","0.0","","0.0","0.0","0.0","","999.0","3441"
"Anthony Alford","Blue Jays","36","149","133","33","7","0","3","17","14","13","36","1","5","2","",".246",".317",".370",".687",".299","","83","0.1","-0.1","","-3.1","-1.7","0.0","","559.8","14329"
"Alejandro De Aza","","51","203","181","43","8","2","5","21","21","17","46","2","3","2","",".240",".313",".379",".692",".299","","82","0.0","-0.6","","-4.5","-3.1","-0.1","","999.0","3371"
"Chris Marrero","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".300",".398",".698",".299","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","2852"
"Brett Eibner","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".304",".390",".694",".299","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","11369"
"Chad Pinder","Athletics","99","401","370","91","19","2","12","43","47","21","109","5","4","2","",".246",".293",".406",".699",".299","","86","-0.8","0.1","","-7.9","-3.0","0.3","","450.9","15191"
"Troy Montgomery","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".309",".381",".691",".299","","82","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918108"
"Hunter Cole","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".304",".388",".692",".299","","79","0.0","0.0","","0.0","0.0","0.0","","999.0","sa603087"
"Myles Straw","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".257",".328",".350",".678",".299","","87","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875569"
"Blake Gailen","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".303",".388",".692",".299","","85","0.0","0.0","","0.0","0.0","0.0","","999.0","sa605974"
"Alex Presley","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".262",".313",".375",".688",".299","","82","0.0","0.0","","0.0","0.0","0.0","","692.0","5305"
"Steven Duggar","Giants","51","207","184","46","9","1","3","20","19","19","51","1","5","3","",".248",".320",".360",".681",".298","","84","-0.3","0.0","","-4.5","0.8","0.3","","582.4","sa827165"
"Troy Stokes Jr.","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".300",".391",".691",".298","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828871"
"Chris Shaw","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".295",".401",".696",".297","","84","0.0","0.0","","0.0","0.0","0.0","","682.2","sa658778"
"Jake Cave","Twins","10","39","36","9","2","0","1","4","4","2","10","0","0","0","",".252",".302",".391",".693",".297","","80","0.0","0.0","","-0.9","-0.3","0.0","","999.0","sa597983"
"Logan Hill","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".299",".392",".691",".297","","81","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875822"
"Kyle Tucker","Astros","8","32","30","7","1","0","1","4","4","2","7","0","1","1","",".239",".294",".404",".698",".297","","86","0.0","0.0","","-0.6","-0.3","0.0","","524.8","sa874240"
"Ryan Raburn","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".305",".381",".686",".297","","78","0.0","0.0","","0.0","0.0","0.0","","999.0","2218"
"Jarrett Parker","Giants","15","60","53","12","2","0","2","6","7","6","19","1","1","0","",".227",".308",".378",".686",".297","","83","0.0","-0.1","","-1.3","-1.3","-0.1","","689.7","11624"
"Dustin Fowler","Athletics","86","348","327","83","15","5","9","38","40","15","69","2","11","7","",".253",".288",".413",".701",".297","","84","-0.4","-3.4","","-7.1","-2.0","0.3","","364.3","17098"
"Jeremy Hazelbaker","Diamondbacks","7","27","24","6","1","0","1","3","3","2","8","0","1","0","",".236",".303",".391",".694",".297","","74","0.0","0.0","","-0.9","-0.6","-0.1","","635.3","9399"
"Phillip Ervin","Reds","46","188","167","39","8","1","5","20","19","16","43","2","8","4","",".232",".306",".375",".681",".297","","78","0.2","-0.5","","-5.1","-2.6","-0.2","","660.8","14738"
"Jason Krizan","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".315",".364",".679",".296","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","sa546842"
"Willy Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".297",".393",".690",".296","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","12956"
"Chris Colabello","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".301",".382",".684",".296","","80","0.0","0.0","","0.0","0.0","0.0","","999.0","13051"
